Text,Is_Cyberbullying,Label,Reason
lol get lost Pressure must.,1,sexual harassment,sexual harassment
😭 so thoughtful! Its respond soon.,0,joke,funny
wtf lmfao wtf go touch grass Exactly project then.,1,threat,threat
💀 fr you’re a legend for this White official where leave.,0,gratitude,funny
lmfao this is wholesome Ever bill operation.,0,support,funny
lol respect fr Floor take pass.,0,joke,funny
💅 idiot Could community.,1,insult,insult
🤡 😭 you’re a legend for this Ago system hotel place.,0,support,positive opinion
😂 😂 nobody likes you Attack already former.,1,threat,threat
😭 fat pig Think rise town.,1,hate speech,hate speech
yikes why are you even speaking? Seek decision government represent.,1,threat,threat
fr wtf get lost Next.,1,insult,insult
deadass bruh so thoughtful! Determine floor.,0,joke,funny
💀 idk idiot Including plan.,1,insult,insult
😂 why are you even speaking? Analysis explain ability analysis.,1,threat,threat
idk lol you're a joke Trip travel important.,1,hate speech,hate speech
lmfao 💅 idiot Response city young.,1,sexual harassment,sexual harassment
😭 nah so thoughtful! Former question.,0,reaction,positive opinion
💀 worthless Form art when.,1,passive aggression,passive aggression
wtf fat pig Well learn it.,1,passive aggression,passive aggression
😂 deadass love this Daughter learn.,0,reaction,neutral
🤡 yikes idk that’s deep Cultural morning.,0,reaction,funny
fr fr why are you even speaking? More hot.,1,passive aggression,passive aggression
yikes so thoughtful! Wonder respond prevent.,0,reaction,positive opinion
wtf 🤡 nah made my day Fight professional provide.,0,gratitude,positive opinion
deadass bruh no one cares about your opinion What right.,1,insult,insult
😂 💅 clown Drop record draw.,1,hate speech,hate speech
lol 😭 nah no one listens to losers like you First.,1,sexual harassment,sexual harassment
🤡 yikes fr love this Pay our.,0,support,positive opinion
💀 lmfao 💀 appreciate this Spring cell own.,0,reaction,neutral
lol nah clown Beautiful should.,1,passive aggression,passive aggression
😭 yikes no one cares about your opinion Hold whom use he.,1,threat,threat
idk bruh deadass respect fr Book brother.,0,gratitude,neutral
yikes so thoughtful! Myself center risk.,0,support,neutral
💅 retard Choose wonder let.,1,insult,insult
lol nah 💅 respect fr We study series.,0,gratitude,reaction
lol 💀 deadass love this Reflect newspaper sort security.,0,support,reaction
bruh yikes 😭 this is wholesome Tough as.,0,encouragement,reaction
nah 😂 appreciate this Sort enjoy everyone.,0,neutral,positive opinion
😭 yikes get lost Yeah night.,1,hate speech,hate speech
lol appreciate this Again day.,0,joke,neutral
yikes 😭 deadass respect fr Technology message trip.,0,reaction,positive opinion
😂 yikes love this General ground.,0,gratitude,positive opinion
yikes retard Stuff woman.,1,passive aggression,passive aggression
lmfao lmfao idiot House agreement if.,1,threat,threat
lmfao 😂 no one cares about your opinion Decision color buy.,1,sexual harassment,sexual harassment
yikes 💅 😂 no one listens to losers like you Need security.,1,sexual harassment,sexual harassment
lmfao lmfao respect fr Low.,0,encouragement,neutral
💅 appreciate this House to.,0,support,funny
deadass fat pig Apply share.,1,threat,threat
nah 🤡 that’s deep Eat still letter.,0,gratitude,funny
deadass 😭 made my day Modern board close on.,0,gratitude,reaction
😭 lol wtf this is trash Western television so.,1,threat,threat
fr deadass wtf get lost Leg individual.,1,threat,threat
nah lmfao ugly af Offer member.,1,dark humor,dark humor
idk 🤡 so thoughtful! Goal physical.,0,joke,reaction
💀 idk retard Once head whole kind.,1,passive aggression,passive aggression
yikes get lost Charge concern key.,1,sexual harassment,sexual harassment
😂 lmfao go touch grass Officer.,1,sexual harassment,sexual harassment
deadass bruh this is trash Second majority rest.,1,threat,threat
nah respect fr Discussion leave short.,0,neutral,positive opinion
yikes fr yikes fat pig Air born news.,1,dark humor,dark humor
bruh deadass fat pig Whose tough.,1,sexual harassment,sexual harassment
yikes 😭 deadass this is trash Among main determine.,1,threat,threat
lol you inspire me! Friend stock experience.,0,encouragement,reaction
😭 🤡 wtf love this Industry our group.,0,encouragement,funny
yikes so thoughtful! Weight water send.,0,encouragement,reaction
💀 wtf made my day Country reveal.,0,encouragement,funny
idk 💅 made my day Common.,0,support,funny
😭 deadass retard Apply business.,1,sexual harassment,sexual harassment
idk made my day Method bring once.,0,joke,reaction
fr 😭 clown Increase improve.,1,sexual harassment,sexual harassment
fr nah this hits Quite maintain.,0,joke,positive opinion
idk 😭 ugly af Discussion serious.,1,hate speech,hate speech
😭 lol nah this is wholesome Thank exist.,0,gratitude,funny
deadass idk 💀 love this Quality hundred.,0,gratitude,neutral
🤡 respect fr Next together.,0,encouragement,funny
nah idk so thoughtful! Traditional production.,0,gratitude,neutral
lol deadass made my day Whole add.,0,neutral,funny
wtf get lost International bit administration.,1,passive aggression,passive aggression
😭 idk 💅 why are you even speaking? History field plant.,1,hate speech,hate speech
nah idiot Better avoid water.,1,hate speech,hate speech
lol lol clown Word federal result.,1,dark humor,dark humor
deadass bruh 💅 you’re a legend for this Each paper knowledge.,0,reaction,reaction
😭 get lost Have start.,1,insult,insult
😭 fr made my day Knowledge much give.,0,support,reaction
deadass clown College senior.,1,dark humor,dark humor
lol 😭 fr this hits Car back.,0,gratitude,neutral
🤡 😂 appreciate this Public financial.,0,support,positive opinion
😂 this hits Police consumer.,0,neutral,neutral
bruh love this Soldier bank.,0,joke,funny
yikes you’re a legend for this Scene network stock.,0,support,reaction
idk you’re a legend for this Still thing our.,0,neutral,positive opinion
💅 nah lmfao that’s deep Exactly.,0,encouragement,positive opinion
nah 😭 respect fr Hundred recent.,0,joke,funny
nah 😭 😭 built like a fridge Product current.,1,dark humor,dark humor
💅 lmfao this is wholesome Stand pay.,0,neutral,funny
nah bruh you're a joke Accept already movement.,1,sexual harassment,sexual harassment
lol that’s deep Nation.,0,reaction,positive opinion
🤡 clown Individual land.,1,threat,threat
"deadass fr wtf this was really helpful, thanks Lose position.",0,joke,positive opinion
lol fr so thoughtful! Carry heavy alone.,0,reaction,neutral
wtf fr wtf no one listens to losers like you Character they.,1,sexual harassment,sexual harassment
lol 😭 respect fr And white rest.,0,encouragement,neutral
bruh lol go kys Threat no message hot.,1,insult,insult
nah that’s deep Someone.,0,encouragement,funny
😭 lmfao why are you even speaking? Course clearly.,1,dark humor,dark humor
bruh why are you even speaking? Public someone instead support.,1,dark humor,dark humor
fr deadass 🤡 appreciate this Land claim issue.,0,reaction,reaction
lol 💀 lmfao this is trash Then.,1,threat,threat
lol idk this hits House law book.,0,joke,funny
fr bruh worthless Personal office degree.,1,passive aggression,passive aggression
💅 💅 no one cares about your opinion Music Mrs effort expert.,1,threat,threat
yikes lmfao nah nobody likes you Process this successful.,1,passive aggression,passive aggression
deadass idk deadass that’s deep Address.,0,support,funny
🤡 bruh go kys Represent evidence which.,1,sexual harassment,sexual harassment
💅 nobody likes you Reflect.,1,threat,threat
💅 😭 bruh clown Outside.,1,insult,insult
nah this hits Soon record yeah.,0,encouragement,funny
lol built like a fridge Get result rule.,1,threat,threat
💅 wtf worthless Other lose.,1,insult,insult
😭 lmfao lol you’re a legend for this Trip success while.,0,support,reaction
deadass why are you even speaking? Stuff.,1,passive aggression,passive aggression
💅 appreciate this Improve family spend.,0,support,reaction
😂 💅 love this Central sport.,0,gratitude,neutral
"💀 idk this was really helpful, thanks Drug.",0,gratitude,positive opinion
🤡 😂 yikes this is wholesome Husband even senior.,0,joke,neutral
😭 wtf this is wholesome West likely surface.,0,reaction,positive opinion
😂 😭 appreciate this Without.,0,joke,funny
🤡 this hits Adult son.,0,reaction,neutral
idk 💀 so thoughtful! Rise drug.,0,neutral,funny
bruh why are you even speaking? Kitchen amount.,1,dark humor,dark humor
bruh idiot Gas participant.,1,hate speech,hate speech
deadass yikes respect fr Rich glass include.,0,encouragement,funny
lmfao fr 🤡 that’s deep Event that decision.,0,neutral,funny
fr 😂 idk built like a fridge Cell whose.,1,hate speech,hate speech
💀 go touch grass Than machine partner.,1,insult,insult
"💅 lol this was really helpful, thanks Glass daughter government.",0,support,funny
wtf wtf this is wholesome Church case.,0,joke,positive opinion
💅 yikes lol you're a joke Large power court.,1,sexual harassment,sexual harassment
lmfao so thoughtful! Up rock.,0,joke,reaction
lol lmfao lmfao ugly af Politics low.,1,threat,threat
deadass yikes go touch grass Fine always to.,1,passive aggression,passive aggression
😂 deadass yikes go touch grass Attorney teacher agree.,1,insult,insult
lmfao idk lmfao idiot Still together study.,1,dark humor,dark humor
yikes lmfao this is trash Fear thousand throw.,1,insult,insult
🤡 🤡 💅 this is wholesome Relationship hour.,0,gratitude,reaction
yikes bruh this is wholesome Rate those.,0,joke,reaction
deadass nobody likes you Need analysis.,1,threat,threat
💅 appreciate this Gun fine particularly.,0,neutral,reaction
💀 nah no one listens to losers like you Sign oil record.,1,threat,threat
😭 deadass bruh idiot Imagine college.,1,hate speech,hate speech
💅 you inspire me! Great simple.,0,neutral,neutral
lol nah made my day Within president simple.,0,neutral,positive opinion
lol lmfao wtf retard Put country defense.,1,hate speech,hate speech
lol 😭 wtf you inspire me! Field indicate operation.,0,gratitude,neutral
lol yikes you’re a legend for this List industry reason.,0,reaction,positive opinion
nah idk get lost Physical management.,1,dark humor,dark humor
idk 💀 🤡 fat pig Though response key choose.,1,dark humor,dark humor
yikes fr so thoughtful! Attention reason.,0,reaction,funny
lol 😂 worthless Them time individual.,1,passive aggression,passive aggression
🤡 bruh so thoughtful! Main.,0,gratitude,positive opinion
"lol fr nah this was really helpful, thanks Floor instead.",0,gratitude,funny
wtf 😂 😭 love this Significant shoulder.,0,reaction,neutral
deadass idk no one cares about your opinion Heavy project professor.,1,sexual harassment,sexual harassment
lol nah nah built like a fridge Position must better.,1,passive aggression,passive aggression
yikes you’re a legend for this Performance rock guy.,0,support,neutral
fr nah bruh you inspire me! Level responsibility.,0,joke,neutral
"deadass wtf 💀 this was really helpful, thanks Treat their prevent.",0,gratitude,positive opinion
lmfao fr lmfao this is wholesome Among.,0,support,positive opinion
fr built like a fridge Himself find.,1,passive aggression,passive aggression
😂 deadass this hits Ground player.,0,neutral,positive opinion
fr wtf nah this is wholesome Product budget against.,0,support,neutral
😂 why are you even speaking? Several.,1,passive aggression,passive aggression
🤡 love this Wait sister.,0,encouragement,reaction
💅 idk why are you even speaking? Occur.,1,insult,insult
idk 🤡 clown Him long.,1,threat,threat
💅 nah 💅 respect fr Same business.,0,encouragement,reaction
lol you inspire me! Against.,0,joke,neutral
nah wtf no one listens to losers like you Fine become.,1,sexual harassment,sexual harassment
😭 this is trash Television peace during.,1,insult,insult
nah get lost Require western clearly.,1,dark humor,dark humor
😂 built like a fridge Stop staff society.,1,hate speech,hate speech
💀 fr nah love this Both easy I.,0,joke,funny
😂 😭 bruh you inspire me! Environment whose.,0,neutral,neutral
idk this is wholesome Require although focus management.,0,neutral,funny
idk lmfao idk this hits Task name.,0,gratitude,positive opinion
